mode,symbol,entry,exit,result,profit_pct,score,volume_ratio,atr,rsi
BEAR,ATOMUSDT,2.054,2.0787142857142857,WIN,1.2032271525942508,100,1.7383009750542657,0.012357142857142891,57.40212177947056
BEAR,TRXUSDT,0.356,0.3566,WIN,0.16853932584269365,100,1.614931773749423,0.0002999999999999947,49.78112396726323
BEAR,TRXUSDT,0.3562,0.35585714285714287,LOSS,-0.09625411085265152,100,1.9732916897600308,0.0003428571428571249,53.09187196260174
BEAR,INJUSDT,4.978,5.055857142857143,WIN,1.5640245652298685,100,1.5044903050966383,0.03892857142857161,53.460073576395175
BEAR,TRXUSDT,0.3566,0.3574428571428571,WIN,0.23635926608444904,100,2.2239560064478336,0.0004214285714285647,55.147563998562454
BEAR,INJUSDT,5.025,4.979642857142857,LOSS,-0.9026297085998626,100,1.5530999086632755,0.04535714285714284,55.41982634559821
BEAR,INJUSDT,5.064,4.999,LOSS,-1.2835703001579857,100,2.6333961634523084,0.06500000000000014,50.79110410596395
BEAR,TRXUSDT,0.3596,0.36045714285714286,WIN,0.23836008263150438,100,2.6909113528525066,0.0004285714285714369,56.334655301193756
BEAR,INJUSDT,4.956,5.045,WIN,1.795803066989498,100,3.0161704116355557,0.04449999999999995,54.10414153107621
BEAR,INJUSDT,4.982,4.930785714285714,LOSS,-1.02798646556174,100,2.1690790638660107,0.05121428571428569,54.515670971466776
BEAR,SUIUSDT,1.1122,1.1040642857142857,LOSS,-0.7314974182444126,100,4.238051075108677,0.008135714285714262,55.64127742295728
BEAR,SUIUSDT,1.1101,1.1275142857142857,WIN,1.5687132433371411,100,2.3068649604346354,0.008707142857142833,53.138352511382465
BEAR,DOTUSDT,1.333,1.3245,LOSS,-0.6376594148537098,100,2.031340831627461,0.008499999999999999,55.23113286527738
BEAR,DOTUSDT,1.326,1.3172857142857144,LOSS,-0.6571859513035954,100,1.6774103877661806,0.008714285714285721,48.31452193969381
BEAR,ATOMUSDT,2.106,2.0902142857142856,LOSS,-0.7495590828924166,100,2.4449143732309433,0.015785714285714292,55.13701099005603
BEAR,TRXUSDT,0.3612,0.36065,LOSS,-0.1522702104097439,100,1.8679318314302322,0.0005500000000000108,48.139000320256244
BEAR,INJUSDT,5.009,5.117142857142858,WIN,2.1589709950660407,100,1.5798590971629392,0.054071428571428805,53.61382979738806
BEAR,TRXUSDT,0.3622,0.3629714285714286,WIN,0.21298414451369121,100,1.788095102500852,0.0003857142857142829,53.19518000358362
BEAR,ATOMUSDT,2.103,2.093857142857143,LOSS,-0.4347530738401018,100,3.6883598924236174,0.00914285714285715,54.14931628077226
BEAR,NEARUSDT,2.39,2.3577142857142857,LOSS,-1.3508667065152498,100,4.764607759505519,0.03228571428571431,53.24748752308022
BEAR,ATOMUSDT,2.109,2.0987142857142858,LOSS,-0.48770575086364304,100,2.889408200253691,0.010285714285714263,52.25216640966733
BEAR,NEARUSDT,2.404,2.3754999999999997,LOSS,-1.1855241264559149,100,2.391774778863718,0.0285,55.42848264980023
BEAR,NEARUSDT,2.41,2.4884285714285714,WIN,3.2542975696502605,100,2.1063448599486816,0.03921428571428568,50.951145468511186
BEAR,INJUSDT,5.181,5.134571428571428,LOSS,-0.8961314693798824,100,4.732945208417567,0.04642857142857145,51.04371260287326
BEAR,TRXUSDT,0.3658,0.3666571428571429,WIN,0.23432008123097037,100,2.9938291056246293,0.00042857142857143294,57.59028465735585
BEAR,INJUSDT,5.18,5.266285714285714,WIN,1.6657473800330946,100,1.6942404624820708,0.04314285714285715,56.36720009355245
BEAR,INJUSDT,5.177,5.270999999999999,WIN,1.8157233919258147,100,1.7924031227993267,0.046999999999999834,52.38157162239467
BEAR,NEARUSDT,2.483,2.554857142857143,WIN,2.8939646740693945,100,1.732216483208226,0.035928571428571435,57.97542822691525
BEAR,BNBUSDT,668.41,666.3935714285714,LOSS,-0.30167540453144104,100,1.8909601107050344,2.016428571428573,54.997233441359214
BEAR,INJUSDT,5.72,5.658785714285714,LOSS,-1.0701798201798194,100,1.6531309073675073,0.06121428571428579,55.04639424502249
BEAR,INJUSDT,5.663,5.5949285714285715,LOSS,-1.202038293685834,100,2.1785012077457324,0.06807142857142859,48.35414642464911
BEAR,ATOMUSDT,2.157,2.1425,LOSS,-0.6722299490032433,100,3.6153627799598294,0.014499999999999926,57.42476923745407
BEAR,NEARUSDT,2.855,2.8050714285714284,LOSS,-1.748811608706534,100,2.8024849798613145,0.04992857142857148,57.41517883326852
BEAR,NEARUSDT,2.798,2.7457857142857143,LOSS,-1.8661288675584622,100,3.2080754674269536,0.05221428571428577,49.92293163088275
BEAR,APTUSDT,0.992,1.007,WIN,1.5120967741935385,100,1.623007924748589,0.007499999999999991,56.03801380108735
BEAR,BNBUSDT,661.46,659.3135714285714,LOSS,-0.32449861993599016,100,3.069834909785713,2.146428571428552,49.53162639025776
BEAR,SEIUSDT,0.06582,0.06705714285714287,WIN,1.879585015410008,100,1.73417020526908,0.0006185714285714307,53.410422126282256
BEAR,BNBUSDT,657.34,656.1178571428571,LOSS,-0.18592248412433424,100,1.6135170829440522,1.22214285714285,49.80416574472627
BEAR,INJUSDT,5.687,5.635785714285714,LOSS,-0.9005501268557391,100,2.1002884450334633,0.051214285714285816,50.879235838574076
BEAR,INJUSDT,5.735,5.880714285714286,WIN,2.5407896375638344,100,4.49681820947767,0.07285714285714288,56.29024308768192
BEAR,NEARUSDT,2.55,2.5235,LOSS,-1.0392156862745088,100,2.2720299956720225,0.026499999999999906,53.94009862521906
BEAR,TRXUSDT,0.3736,0.37306428571428574,LOSS,-0.14339247476291503,100,1.6260986497061067,0.0005357142857142783,48.66209022517252
BEAR,NEARUSDT,2.518,2.577857142857143,WIN,2.377170089640312,100,1.5867412948999264,0.029928571428571495,49.02156368657223
BEAR,NEARUSDT,2.537,2.608857142857143,WIN,2.832366687313483,100,2.1159470921006447,0.03592857142857147,49.30636759525249
BEAR,SEIUSDT,0.06779,0.06900285714285714,WIN,1.7891387267401395,100,1.6404838303069291,0.0006064285714285712,51.15494976192335
BEAR,SEIUSDT,0.06844,0.06768071428571429,LOSS,-1.1094180512649214,100,1.9634251584112155,0.0007592857142857143,52.357994631355595
BEAR,SEIUSDT,0.06868,0.06792071428571429,LOSS,-1.1055412263915438,100,2.2700651173026447,0.0007592857142857143,57.60157152575663
BEAR,SEIUSDT,0.06791,0.06709857142857142,LOSS,-1.194858741611801,100,2.09452441720803,0.0008114285714285721,49.220867830552294
BEAR,SEIUSDT,0.0681,0.06983142857142856,WIN,2.542479546884823,100,2.4496491917355874,0.0008657142857142851,51.19301922242984
BEAR,INJUSDT,5.457,5.595428571428571,WIN,2.536715620827769,100,1.6913440129890802,0.06921428571428574,50.61797287396898
BEAR,NEARUSDT,2.437,2.500142857142857,WIN,2.5910076792309056,100,4.980524842419331,0.03157142857142855,57.098025895799175
BEAR,INJUSDT,5.575,5.7205714285714295,WIN,2.6111467008328133,100,3.9014699356774543,0.07278571428571448,52.486711672041245
BEAR,NEARUSDT,2.515,2.481357142857143,LOSS,-1.3376881567736416,100,1.9256614859952799,0.033642857142857086,54.07526242870016
BEAR,INJUSDT,6.577,6.484999999999999,LOSS,-1.3988140489584997,100,1.613900460947001,0.09200000000000008,56.328675815796984
BEAR,INJUSDT,6.498,6.691428571428572,WIN,2.976740095853677,100,1.5069053173691433,0.09671428571428578,49.287796244632034
BEAR,INJUSDT,6.807,6.699142857142857,LOSS,-1.5845033473944923,100,2.1198014157339307,0.10785714285714285,52.39421549815721
BEAR,INJUSDT,6.579,6.696714285714286,WIN,1.789242828914521,100,1.7386208418337556,0.058857142857142976,55.96008971906095
BEAR,INJUSDT,6.621,6.5475,LOSS,-1.1101042138649768,100,2.669960771338112,0.07350000000000012,56.890095495426635
BEAR,INJUSDT,6.482,6.601142857142857,WIN,1.8380570370696885,100,1.9518534421340288,0.059571428571428546,53.845578091580805
BEAR,INJUSDT,6.481,6.623714285714286,WIN,2.2020411312187287,100,1.5827529456508973,0.0713571428571429,50.1513110548703
BEAR,INJUSDT,6.571,6.478428571428571,LOSS,-1.4087875296214964,100,1.91884115664611,0.09257142857142853,53.16236055942059
BEAR,INJUSDT,6.568,6.472357142857143,LOSS,-1.4561945362797948,100,4.789586717889612,0.09564285714285704,51.74472645040751
BEAR,INJUSDT,6.512,6.697571428571428,WIN,2.8496840996840986,100,3.076512978646578,0.09278571428571412,49.60520669798697
BEAR,INJUSDT,6.598,6.777714285714286,WIN,2.72376910752176,100,2.709411872492718,0.08985714285714266,50.886385350552516
BEAR,TONUSDT,1.933,1.979,WIN,2.379720641489914,100,2.145449907748276,0.023000000000000003,50.09456814490706
BEAR,TONUSDT,1.948,2.001,WIN,2.7207392197125224,100,1.797918126487261,0.026499999999999985,52.62655579409358
BEAR,INJUSDT,6.997,6.876285714285714,LOSS,-1.7252291798525876,100,1.5361489970115279,0.12071428571428575,50.20447783089408
BEAR,TONUSDT,2.048,2.027285714285714,LOSS,-1.0114397321428665,100,1.5868181425450778,0.020714285714285748,54.98059031275227
BEAR,NEARUSDT,2.9,2.8512142857142857,LOSS,-1.6822660098522142,100,2.1759138835498857,0.04878571428571421,57.149052777250645
BEAR,NEARUSDT,2.979,2.9200714285714287,LOSS,-1.978132642785211,100,1.6918448924129124,0.05892857142857141,56.573625551149064
BEAR,NEARUSDT,2.953,2.8894285714285712,LOSS,-2.152774418267139,100,3.787848146061772,0.06357142857142861,50.03090097699182
BEAR,INJUSDT,6.667,6.555928571428571,LOSS,-1.6659881291649759,100,1.9762163120894416,0.11107142857142856,53.20356317848855
BEAR,NEARUSDT,2.814,2.739357142857143,LOSS,-2.652553558736923,100,1.9058446246857377,0.07464285714285723,51.83993382782186
BEAR,ATOMUSDT,1.926,1.968,WIN,2.1806853582554537,100,1.7723958734999419,0.021000000000000036,57.673410622367584
BEAR,ATOMUSDT,2.014,1.9974285714285713,LOSS,-0.8228117463469942,100,1.8415595670458507,0.016571428571428553,55.51372284202574
BEAR,ATOMUSDT,1.994,2.0245714285714285,WIN,1.5331709413956105,100,1.9974580299300346,0.015285714285714267,50.24765601022614
BEAR,ATOMUSDT,1.935,1.948,WIN,0.6718346253229922,100,3.03872774098676,0.006499999999999982,48.104258034658095
BEAR,TONUSDT,1.787,1.7693571428571429,LOSS,-0.9872891518106923,100,2.101928587626714,0.01764285714285715,54.00927880398802
BEAR,ATOMUSDT,1.976,1.9907142857142857,WIN,0.7446500867553483,100,3.308532047833404,0.0073571428571428555,51.72867570360406
BEAR,ATOMUSDT,1.981,1.998,WIN,0.8581524482584504,100,3.2636394562260986,0.008499999999999999,55.16532752799118
BEAR,ATOMUSDT,2.003,1.9920000000000002,LOSS,-0.5491762356465252,100,2.561699706471664,0.010999999999999963,56.07326100898311
BEAR,INJUSDT,5.605,5.722857142857143,WIN,2.102714413151523,100,1.5798313764110983,0.058928571428571504,53.51019342053461
BEAR,INJUSDT,5.65,5.792285714285715,WIN,2.518331226295829,100,2.627468479144816,0.07114285714285724,54.68841360203286
BEAR,NEARUSDT,2.469,2.4382142857142854,LOSS,-1.2468900075218476,100,3.652438327817978,0.030785714285714257,50.58876817091877
BEAR,ATOMUSDT,1.99,1.9785,LOSS,-0.5778894472361842,100,3.174509241564846,0.011500000000000002,49.827190950198336
BEAR,ATOMUSDT,1.987,2.0132857142857143,WIN,1.3228844632971435,100,2.0877216068843722,0.013142857142857154,50.58189118434975
BEAR,ATOMUSDT,2.004,1.9949285714285714,LOSS,-0.4526660963786736,100,1.746836683576349,0.009071428571428508,48.85322422721048
BEAR,ATOMUSDT,1.98,1.9965714285714284,WIN,0.8369408369408313,100,1.6537894915721427,0.008285714285714276,50.12914997946592
BEAR,ATOMUSDT,1.984,2.004857142857143,WIN,1.0512672811059933,100,7.226490866307342,0.010428571428571422,49.06985199884065
BEAR,INJUSDT,5.483,5.414928571428571,LOSS,-1.241499700372584,100,3.6217264343718143,0.06807142857142859,50.439376178741064
BEAR,NEARUSDT,2.241,2.284857142857143,WIN,1.957034487154977,100,4.084554273982764,0.021928571428571488,53.60070467171528
BEAR,NEARUSDT,2.248,2.221,LOSS,-1.2010676156583688,100,3.2880435351447983,0.02700000000000004,53.84694457510494
BEAR,TRXUSDT,0.3335,0.33311428571428575,LOSS,-0.11565645748553732,100,1.9443709282881902,0.000385714285714271,51.118197910252206
